time,x,y
1728645303892,401.8934748905642,240.07880897373542
1728645303912,401.9857733463035,240.044344297179
1728645303930,401.9857733463035,240.044344297179
1728645303940,401.6001831529669,239.88927225194556
1728645303954,401.6001831529669,239.88927225194556
1728645303967,401.6001831529669,239.88927225194556
1728645303985,401.6052749574416,240.05581985651753
1728645303997,401.6052749574416,240.05581985651753
1728645304012,401.6052749574416,240.05581985651753
1728645304024,401.6052749574416,240.05581985651753
1728645304045,401.59518634484436,239.97750486381324
1728645304057,401.59518634484436,239.97750486381324
1728645304075,401.690961667072,240.29802255593387
1728645304090,401.690961667072,240.29802255593387
1728645304109,401.690961667072,240.29802255593387
1728645304125,401.92896552772373,240.04514226653697
1728645304140,401.92896552772373,240.04514226653697
1728645304158,401.58614269212063,239.95732763861866
1728645304174,401.58614269212063,239.95732763861866
1728645304192,401.58614269212063,239.95732763861866
1728645304209,401.466352292072,240.09207046449416
1728645304224,401.466352292072,240.09207046449416
1728645304241,401.53279274075874,240.05258998054472
1728645304257,401.53279274075874,240.05258998054472
1728645304273,401.53279274075874,240.05258998054472
1728645304290,401.5314057940175,239.8558715345331
1728645304307,401.5314057940175,239.8558715345331
1728645304326,401.5314057940175,239.8558715345331
1728645304342,401.4949081955253,240.0411144212062
1728645304358,401.4949081955253,240.0411144212062
1728645304375,401.56581347276267,239.8676890807393
1728645304391,401.56581347276267,239.8676890807393
1728645304407,401.56581347276267,239.8676890807393
1728645304424,401.90643239299607,239.9532617947471
1728645304442,401.90643239299607,239.9532617947471
1728645304459,401.90643239299607,239.9532617947471
1728645304474,402.17614603599225,239.72519455252916
1728645304492,402.17614603599225,239.72519455252916
1728645304510,402.17614603599225,239.72519455252916
1728645304524,402.21923638132296,239.83922817363816
1728645304542,402.21923638132296,239.83922817363816
1728645304559,402.7458581590467,239.7213187013619
1728645304575,402.7458581590467,239.7213187013619
1728645304591,402.37949522738325,239.46566451848247
1728645304608,402.37949522738325,239.46566451848247
1728645304623,402.37949522738325,239.46566451848247
1728645304641,401.51405946011675,240.96953276994162
1728645304653,401.51405946011675,240.96953276994162
1728645304674,401.51405946011675,240.96953276994162
1728645304686,400.46111989299607,240.97040673638134
1728645304700,400.46111989299607,240.97040673638134
1728645304712,400.46111989299607,240.97040673638134
1728645304734,399.4660521035992,240.51469023589493
1728645304748,399.4660521035992,240.51469023589493
1728645304760,399.4660521035992,240.51469023589493
1728645304774,399.4701559460117,241.7175340466926
1728645304787,399.4701559460117,241.7175340466926
1728645304807,398.89668196741246,241.69910475437746
1728645304820,398.89668196741246,241.69910475437746
1728645304832,398.89668196741246,241.69910475437746
1728645304844,398.89668196741246,241.69910475437746
1728645304856,396.5393474890564,240.28954888132296
1728645304869,396.5393474890564,240.28954888132296
1728645304883,396.5393474890564,240.28954888132296
1728645304899,393.97602292071986,241.4265412208171
1728645304916,393.97602292071986,241.4265412208171
1728645304932,393.97602292071986,241.4265412208171
1728645304948,393.2301115637159,242.114656797179
1728645304967,393.2301115637159,242.114656797179
1728645304982,385.3677574781128,256.54923850924126
1728645304995,385.3677574781128,256.54923850924126
1728645305014,385.3677574781128,256.54923850924126
1728645305030,382.4548843324416,255.3991746716926
1728645305045,382.4548843324416,255.3991746716926
1728645305056,382.4548843324416,255.3991746716926
1728645305069,378.13296829401753,251.26584539153697
1728645305081,378.13296829401753,251.26584539153697
1728645305094,378.13296829401753,251.26584539153697
1728645305105,378.13296829401753,251.26584539153697
1728645305116,376.99508298881324,248.62882265321014
1728645305128,376.99508298881324,248.62882265321014
1728645305140,376.99508298881324,248.62882265321014
1728645305152,376.57930295476655,248.68148863083655
1728645305164,376.57930295476655,248.68148863083655
1728645305176,376.57930295476655,248.68148863083655
1728645305188,376.57930295476655,248.68148863083655
1728645305201,376.8601881687743,244.2208399197471
1728645305213,376.8601881687743,244.2208399197471
1728645305226,376.8601881687743,244.2208399197471
1728645305239,382.3397677529183,240.19656645184824
1728645305251,382.3397677529183,240.19656645184824
1728645305263,382.3397677529183,240.19656645184824
1728645305275,382.3397677529183,240.19656645184824
1728645305286,381.084029973249,227.44646005593387
1728645305298,381.084029973249,227.44646005593387
1728645305310,381.084029973249,227.44646005593387
1728645305323,381.084029973249,227.44646005593387
1728645305335,380.0965998905642,227.05129423030155
1728645305347,380.0965998905642,227.05129423030155
1728645305360,380.0965998905642,227.05129423030155
1728645305371,379.4039244892996,218.9421206225681
1728645305384,379.4039244892996,218.9421206225681
1728645305397,379.4039244892996,218.9421206225681
1728645305405,379.4039244892996,218.9421206225681
1728645305420,380.6759066451848,213.2105727140078
1728645305433,380.6759066451848,213.2105727140078
1728645305454,380.6759066451848,213.2105727140078
1728645305466,379.3098591014105,207.0943655763619
1728645305486,379.3098591014105,207.0943655763619
1728645305499,380.8358615029183,202.62963202213035
1728645305521,380.8358615029183,202.62963202213035
1728645305532,380.8358615029183,202.62963202213035
1728645305552,376.0097618251459,197.84386779547668
1728645305564,376.0097618251459,197.84386779547668
1728645305576,376.0097618251459,197.84386779547668
1728645305595,374.6948603173638,199.52142737718873
1728645305607,374.6948603173638,199.52142737718873
1728645305619,374.6948603173638,199.52142737718873
1728645305631,374.921920598249,199.84369300218873
1728645305643,374.921920598249,199.84369300218873
1728645305655,374.921920598249,199.84369300218873
1728645305668,373.5461074294747,198.37865925948444
1728645305680,373.5461074294747,198.37865925948444
1728645305692,373.5461074294747,198.37865925948444
1728645305703,373.5461074294747,198.37865925948444
1728645305713,370.98441679839493,198.7362065296693
1728645305727,370.98441679839493,198.7362065296693
1728645305739,370.98441679839493,198.7362065296693
1728645305751,370.98441679839493,198.7362065296693
1728645305762,369.9977656857977,195.40882630107006
1728645305774,369.9977656857977,195.40882630107006
1728645305793,369.9977656857977,195.40882630107006
1728645305805,369.053444947714,195.5313525960603
1728645305816,369.053444947714,195.5313525960603
1728645305837,369.053444947714,195.5313525960603
1728645305849,368.8253207076848,197.27151477383268
1728645305861,368.8253207076848,197.27151477383268
1728645305873,368.8253207076848,197.27151477383268
1728645305886,368.8253207076848,197.27151477383268
1728645305902,368.22253085481515,198.3205974890564
1728645305914,368.22253085481515,198.3205974890564
1728645305926,368.22253085481515,198.3205974890564
1728645305939,367.2605027966926,198.22315023103113
1728645305952,367.2605027966926,198.22315023103113
1728645305964,367.2605027966926,198.22315023103113
1728645305978,365.0970748723249,198.57803760335605
1728645305991,365.0970748723249,198.57803760335605
1728645306003,365.0970748723249,198.57803760335605
1728645306016,365.0970748723249,198.57803760335605
1728645306029,359.16502766293775,198.20956575267508
1728645306049,359.16502766293775,198.20956575267508
1728645306062,359.16502766293775,198.20956575267508
1728645306081,359.42043485530155,198.25618996230543
1728645306094,359.42043485530155,198.25618996230543
1728645306108,355.92751398346303,198.60288864907585
1728645306120,355.92751398346303,198.60288864907585
1728645306132,355.92751398346303,198.60288864907585
1728645306151,355.7746078550584,196.8199971121109
1728645306164,355.7746078550584,196.8199971121109
