time,x,y
1728642986469,330.5312462001459,203.30589205374514
1728642986487,330.86931921814204,202.55975270549612
1728642986501,330.86931921814204,202.55975270549612
1728642986517,330.86931921814204,202.55975270549612
1728642986530,330.86931921814204,202.55975270549612
1728642986543,330.748312864786,202.7425636855545
1728642986560,330.748312864786,202.7425636855545
1728642986572,330.748312864786,202.7425636855545
1728642986585,330.40216515685796,202.76817470209147
1728642986597,330.40216515685796,202.76817470209147
1728642986609,330.40216515685796,202.76817470209147
1728642986621,330.7712259849222,202.7999414822471
1728642986633,330.7712259849222,202.7999414822471
1728642986645,330.7712259849222,202.7999414822471
1728642986657,330.7712259849222,202.7999414822471
1728642986670,330.54021385578795,203.0353424428502
1728642986683,330.54021385578795,203.0353424428502
1728642986696,330.54021385578795,203.0353424428502
1728642986708,330.96619649805444,203.30724100194556
1728642986720,330.96619649805444,203.30724100194556
1728642986729,330.96619649805444,203.30724100194556
1728642986742,330.96619649805444,203.30724100194556
1728642986755,330.80038986502916,203.33763983463035
1728642986772,330.80038986502916,203.33763983463035
1728642986790,330.70054869892994,202.89049200510703
1728642986805,330.70054869892994,202.89049200510703
1728642986822,330.70054869892994,202.89049200510703
1728642986838,331.0727444066148,203.5907481152724
1728642986855,331.0727444066148,203.5907481152724
1728642986872,331.0727444066148,203.5907481152724
1728642986889,330.74732490272373,203.13596257903697
1728642986905,330.74732490272373,203.13596257903697
1728642986922,330.9846827881809,203.4629400231031
1728642986939,330.9846827881809,203.4629400231031
1728642986956,330.9846827881809,203.4629400231031
1728642986972,330.6730187560798,203.19691223857006
1728642986987,330.6730187560798,203.19691223857006
1728642987006,330.6044883876459,202.89282891536965
1728642987020,330.6044883876459,202.89282891536965
1728642987036,330.6044883876459,202.89282891536965
1728642987054,331.16660080252916,202.78793394333655
1728642987071,331.16660080252916,202.78793394333655
1728642987084,331.16660080252916,202.78793394333655
1728642987104,330.7518087305447,202.98803425948444
1728642987118,330.7518087305447,202.98803425948444
1728642987131,330.7518087305447,202.98803425948444
1728642987143,330.5607330678502,202.70281721181908
1728642987156,330.5607330678502,202.70281721181908
1728642987169,330.5607330678502,202.70281721181908
1728642987182,330.27369209022373,202.81538788910507
