time,x,y
1728644785076,378.9852375668774,209.1456978052043
1728644785096,379.0067827395428,209.65953307393
1728644785106,379.0067827395428,209.65953307393
1728644785125,379.3024493859436,209.8624072835603
1728644785142,379.3024493859436,209.8624072835603
1728644785158,379.21792163180936,209.2491868312257
1728644785173,379.21792163180936,209.2491868312257
1728644785191,379.21792163180936,209.2491868312257
1728644785208,379.48045355058366,208.78571862840465
1728644785223,379.48045355058366,208.78571862840465
1728644785239,379.48045355058366,208.78571862840465
1728644785257,379.6155763618677,209.19112506079767
1728644785279,379.6155763618677,209.19112506079767
1728644785292,379.8127127918288,208.8914115697957
1728644785309,379.8127127918288,208.8914115697957
1728644785324,379.8127127918288,208.8914115697957
1728644785341,379.86703170598247,208.97517935311282
1728644785357,379.86703170598247,208.97517935311282
1728644785374,379.8887478720817,209.07887737110894
1728644785391,379.8887478720817,209.07887737110894
1728644785409,379.8887478720817,209.07887737110894
1728644785424,379.85321923638134,208.9136597154669
1728644785441,379.85321923638134,208.9136597154669
1728644785458,379.85321923638134,208.9136597154669
1728644785474,379.76074978720817,208.4926168835117
1728644785491,379.76074978720817,208.4926168835117
1728644785504,379.76074978720817,208.4926168835117
1728644785525,379.93294017509726,208.55333855179964
1728644785537,379.93294017509726,208.55333855179964
1728644785559,379.8624908803502,208.88890366609922
1728644785570,379.8624908803502,208.88890366609922
1728644785591,380.0378541464008,208.72881581347275
1728644785604,380.0378541464008,208.72881581347275
1728644785624,380.0378541464008,208.72881581347275
1728644785637,380.4499863205253,207.9924040916829
1728644785650,380.4499863205253,207.9924040916829
1728644785662,380.4499863205253,207.9924040916829
1728644785681,380.13060858463035,208.26985043774317
1728644785695,380.13060858463035,208.26985043774317
1728644785712,380.13060858463035,208.26985043774317
1728644785724,380.2464091378891,208.3971265503405
1728644785746,380.2464091378891,208.3971265503405
1728644785758,380.2464091378891,208.3971265503405
1728644785779,380.3905756018969,208.42467549246112
1728644785792,380.3905756018969,208.42467549246112
1728644785811,380.38318488570036,208.2711993859436
1728644785824,380.38318488570036,208.2711993859436
1728644785836,380.38318488570036,208.2711993859436
1728644785848,380.38318488570036,208.2711993859436
1728644785861,380.1300766050584,207.86121412937746
1728644785870,380.1300766050584,207.86121412937746
1728644785883,380.1300766050584,207.86121412937746
1728644785891,380.3633876459144,207.80936512037937
1728644785905,380.3633876459144,207.80936512037937
1728644785919,380.3633876459144,207.80936512037937
1728644785927,380.3633876459144,207.80936512037937
1728644785936,380.57304459508754,207.5279859253405
1728644785944,380.57304459508754,207.5279859253405
1728644785956,380.57304459508754,207.5279859253405
1728644785964,380.57304459508754,207.5279859253405
1728644785978,380.3565859071012,207.7718225620136
1728644785990,380.3565859071012,207.7718225620136
1728644786002,380.3565859071012,207.7718225620136
1728644786013,380.3565859071012,207.7718225620136
1728644786026,380.4751793531128,208.15053501945528
1728644786045,380.4751793531128,208.15053501945528
1728644786056,380.4751793531128,208.15053501945528
1728644786068,380.4398217108463,207.78593901994162
1728644786081,380.4398217108463,207.78593901994162
1728644786094,380.4398217108463,207.78593901994162
1728644786106,380.4398217108463,207.78593901994162
1728644786118,380.6728477626459,207.64971425097275
1728644786130,380.6728477626459,207.64971425097275
1728644786142,380.6728477626459,207.64971425097275
1728644786156,380.62610955739297,207.74037876945528
1728644786172,380.62610955739297,207.74037876945528
1728644786183,380.62610955739297,207.74037876945528
1728644786195,380.42384332441634,207.72179748297668
1728644786206,380.42384332441634,207.72179748297668
1728644786218,380.42384332441634,207.72179748297668
1728644786230,380.42384332441634,207.72179748297668
1728644786241,380.98650671814204,207.20577729815176
1728644786253,380.98650671814204,207.20577729815176
1728644786265,380.98650671814204,207.20577729815176
1728644786277,380.98650671814204,207.20577729815176
1728644786290,380.71664108098247,206.96184566512648
1728644786302,380.71664108098247,206.96184566512648
1728644786315,380.71664108098247,206.96184566512648
1728644786328,379.2266422969358,208.74515518604085
1728644786341,379.2266422969358,208.74515518604085
1728644786360,379.2266422969358,208.74515518604085
1728644786372,379.2547232186284,212.0256072166829
1728644786385,379.2547232186284,212.0256072166829
1728644786398,379.2547232186284,212.0256072166829
1728644786410,379.2547232186284,212.0256072166829
1728644786423,379.48512737110894,212.2328512585117
1728644786439,379.48512737110894,212.2328512585117
1728644786451,379.48512737110894,212.2328512585117
1728644786464,377.6832175644455,212.0561390442607
1728644786478,377.6832175644455,212.0561390442607
1728644786491,377.6832175644455,212.0561390442607
1728644786512,375.16560524075874,211.1738509241245
1728644786524,375.16560524075874,211.1738509241245
1728644786545,375.6067303015564,211.35286205009726
